,star,2MASS ID,source_id,AllWISE ID,GALEX ID,ra,dec,distance,vsini,VSX Period,Av,fe_h,m_G,Gaia G flux_over_error,m_BP,Gaia BP flux_over_error,m_RP,Gaia RP flux_over_error,2MASS J,2MASS J error,2MASS H,2MASS H error,2MASS K,2MASS K error,WISE W1,WISE W1 error,WISE W2,WISE W2 error,WISE W3,WISE W3 error,WISE W4,WISE W4 error,GALEX FUV,GALEX FUV Error,GALEX NUV,GALEX NUV Error,Li Profile,H-alpha Profile,Ca II H Profile,Ca II K Profile,2MASS_qph,ALLWISE_ccf,ALLWISE_qph,leiner_class,updated_class,P_orb,P_orb_err,ecc,ecc_err,K1,K1_err,K2,K2_err,orb_class,M2_min (M1=1.0Msun),M2_min (M1=1.1Msun),M2_min (M1=1.2Msun),M2_min (M1=1.3Msun),M2_min (M1=1.4Msun),M2_min (M1=1.5Msun)
1431,ZTF J130047.56+183931.3,2MASS 13004760+1839311,3941285677002856576,WISEA J130047.58+183931.1,GALEX J130047.6+183929,195.1982020743831,18.658665592625308,643.3195317131174,,3.3,0.07,-1.4759,13.31472,502.225,13.931437,136.1413,12.547114,177.7537,11.557,0.022,10.991,0.023,10.829,0.018,10.676,0.022,10.662,0.02,10.572,0.085,8.34,,,,19.69569969177246,0.1744000017642974,,,,,AAA,0000,AAAU,SSG,SSG,,,,,,,,,,,,,,,
1432,ZTF J121624.52+163657.7,2MASS 12162454+1636579,3946404900061998464,WISEA J121624.53+163657.7,,184.1021976395309,16.61602480503026,1089.102433572556,,7.61,0.08,,13.63216,720.3474,14.068097,213.49336,13.036121,291.73474,12.292,0.024,11.852,0.028,11.781,0.019,11.747,0.023,11.763,0.022,11.623,0.2,8.987,,,,,,,,,,AAA,0000,AABU,RS,RS,,,,,,,,,,,,,,,
1433,FN Com,2MASS 12190644+1821211,3947234928261838720,WISEA J121906.43+182120.8,GALEX J121906.4+182121,184.77678950783024,18.355773683604436,241.6715379461096,31.45815384615385,5.66,0.09,,10.745709,396.68805,11.387251,111.22356,9.965285,146.79147,8.942,0.023,8.317,0.017,8.15,0.017,7.967,0.025,7.974,0.021,7.864,0.021,7.746,0.178,20.79540061950684,0.2963,18.06450080871582,0.049100000411272,Yes,Variable H-alpha,Normal Emission,Normal Emission,AAA,0000,AAAB,SSG,SSG,5.6661,0.0353,0.0665,0.0062,43.736,0.265,,,Asymmetric,0.42840168,0.4537208,0.47824946,0.50207573,0.52527195,0.5478984
1434,ZTF J122439.58+191844.0,2MASS 12243960+1918444,3948844682004199296,WISEA J122439.59+191844.2,GALEX J122439.5+191845,186.16492446423464,19.312235276476216,1161.3689547103777,,0.74,0.09,-0.4029,14.75346,758.61426,15.400313,231.6287,13.894176,340.86172,12.827,0.022,12.214,0.02,12.034,0.021,11.963,0.023,11.948,0.023,11.647,0.206,9.148,,,,21.835899353027344,0.3869000077247619,,,,,AAA,0000,AABU,cut,SSG,,,,,,,,,,,,,,,
1435,ZTF J123335.56+270247.8,2MASS 12333557+2702478,3960908626663134848,WISEA J123335.56+270247.7,GALEX J123335.5+270247,188.398179524664,27.046595807446774,949.2578230109988,,19.59,0.04,-0.0776,13.734251,438.48816,14.318308,131.26479,12.999858,165.7788,12.008,0.03,11.39,0.034,11.302,0.02,11.247,0.024,11.268,0.022,11.174,0.121,9.092,0.501,,,21.185800552368164,0.1798000037670135,,,,,AAA,0000,AABC,SSG,SSG,,,,,,,,,,,,,,,
1436,ZTF J124415.07+293832.5,2MASS 12441509+2938325,3963152214500028160,WISEA J124415.07+293832.5,GALEX J124415.1+293833,191.06280624300425,29.642341296699712,1729.7155959817323,,0.83,0.05,-0.2971,15.270323,500.89838,15.844902,126.01596,14.525053,129.70781,13.578,0.027,12.976,0.032,12.892,0.03,12.713,0.023,12.715,0.026,12.222,,8.994,,,,22.120800018310547,0.2937000095844269,,,,,AAA,0000,AAUU,SSG,SSG,,,,,,,,,,,,,,,
1437,ZTF J111950.93+142322.0,2MASS 11195095+1423218,3966872068494672000,WISEA J111950.94+142321.8,GALEX J111950.9+142321,169.96222910880277,14.389399355541682,977.3258612544162,,4.76,0.06,-0.1601,14.308476,227.77191,14.96015,32.893795,13.498434,80.839325,12.206,0.024,11.581,0.034,11.415,0.019,11.403,0.021,11.406,0.021,11.497,0.207,8.908,,,,21.68409919738769,0.382999986410141,,,,,AAA,0000,AABU,SSG,SSG,,,,,,,,,,,,,,,
1438,CSS J113334.4+220600,2MASS 11333437+2206006,3980294391050065664,WISEA J113334.37+220600.5,GALEX J113334.4+220600,173.39323941414634,22.100152706180744,1262.4347243677448,,4.99,0.05,-0.2648,14.3724985,193.44608,14.918914,50.286087,13.6566925,76.34371,12.628,0.021,12.056,0.021,11.954,0.02,12.0,0.023,11.99,0.023,12.178,0.373,8.739,,,,20.80279922485352,0.229200005531311,,,,,AAA,0000,AACU,RS,SSG,,,,,,,,,,,,,,,
1439,ZTF J121854.88+235216.6,2MASS 12185489+2352167,4002055684669356416,WISEA J121854.88+235216.6,GALEX J121854.8+235216,184.72866919143323,23.871267252929258,1959.8409481211725,,11.78,0.05,-0.6572,14.143832,247.8261,14.639742,74.89231,13.477365,92.29395,12.516,0.024,11.99,0.032,11.866,0.021,11.797,0.023,11.78,0.023,11.466,0.183,9.108,,,,19.38999938964844,0.0658999979496002,,,,,AAA,0000,AABU,RS,SSG,,,,,,,,,,,,,,,
1440,ZTF J122012.09+244054.0,2MASS 12201208+2440540,4002212433795789952,WISEA J122012.09+244053.9,,185.05040459503135,24.681647599154385,1134.576103789576,,8.4,0.07,-0.3388,13.553597,446.50214,13.98835,130.70793,12.941037,149.13332,12.306,0.024,11.8,0.031,11.71,0.02,11.631,0.022,11.667,0.022,11.789,0.232,9.084,,,,,,,,,,AAA,0000,AABU,RS,RS,,,,,,,,,,,,,,,
1441,HL Leo,2MASS 11434707+2400371,4004885655800704896,WISEA J114347.03+240037.1,GALEX J114346.9+240035,175.94590534235692,24.010297582096317,240.88755373347476,,31.89,0.09,-0.0993,7.101652,766.89813,7.544746,232.25766,6.479473,200.1563,5.742,0.02,5.297,0.023,5.196,0.021,5.147,0.19,4.939,0.078,5.135,0.015,5.058,0.031,,,14.404399871826172,0.0083999997004866,,,,,AAA,0000,BAAA,RS,RS,,,,,,,,,,,,,,,
1442,ZTF J114030.76+235933.9,2MASS 11403076+2359339,4004919878100110720,WISEA J114030.77+235933.9,,175.12818739486454,23.992738680997252,1710.7898252614966,,9.02,0.06,-0.5865,15.040339,303.13492,15.659284,81.01987,14.268753,107.52075,13.13,0.022,12.533,0.021,12.403,0.025,12.379,0.023,12.363,0.024,12.235,0.369,8.459,,,,,,,,,,AAA,0000,AACU,SSG,SSG,,,,,,,,,,,,,,,
1443,CSS J112254.9+312108,2MASS 11225499+3121087,4023767259746240768,WISEA J112255.00+312108.7,GALEX J112254.9+312108,170.72915256305842,31.352375187435367,1238.545763690389,,2.66,0.05,-0.4304,14.478824,276.96484,14.97731,79.783394,13.8152275,104.65555,12.989,0.023,12.44,0.023,12.35,0.021,12.258,0.022,12.277,0.023,12.094,0.374,8.844,,,,20.975799560546875,0.2428999990224838,,,,,AAA,0000,AACU,RS,SSG,,,,,,,,,,,,,,,
1444,CSS J113707.5+310635,2MASS 11370759+3106358,4024093745980236672,WISEA J113707.59+310635.6,GALEX J113707.6+310635,174.2816130335691,31.109853023345824,1971.1148324302217,,1.16,0.06,,14.916354,338.00806,15.463097,89.93049,14.201275,114.67305,13.169,0.022,12.609,0.018,12.509,0.023,12.519,0.023,12.49,0.024,12.234,,8.425,,,,21.37290000915528,0.2939000129699707,,,,,AAA,0000,AAUU,RS,RS,,,,,,,,,,,,,,,
1445,CSS J113447.8+335231,2MASS 11344790+3352316,4025951267796198784,WISEA J113447.89+335231.4,GALEX J113447.9+335231,173.69954870801172,33.87537960065807,1456.949635017642,,8.28,0.06,-0.4491,14.149197,326.34116,14.68581,98.77668,13.446416,111.50462,12.413,0.022,11.832,0.022,11.698,0.018,11.73,0.023,11.735,0.023,11.771,0.218,8.802,,,,20.54210090637207,0.0992999970912933,,,,,AAA,0000,AABU,RS,SSG,,,,,,,,,,,,,,,
1446,ZTF J115736.09+355145.3,2MASS 11573609+3551455,4031534003726701312,WISEA J115736.09+355145.3,GALEX J115736.0+355146,179.40037330638592,35.862581565763534,827.8037844978028,,9.25,0.06,-0.0418,13.068784,285.6872,13.673486,74.670876,12.312362,95.740585,11.29,0.022,10.727,0.023,10.566,0.016,10.559,0.024,10.572,0.022,10.524,0.074,8.976,,,,20.50189971923828,0.1978999972343444,,,,,AAA,0000,AAAU,SSG,SSG,,,,,,,,,,,,,,,
1447,ASAS J181034-3841.4,2MASS 18103442-3841212,4035976580528063488,WISEA J181034.42-384121.3,,272.64345420928663,-38.68928378053011,1211.0954040611637,,18.0,0.34,-0.0257,11.255003,262.1322,11.957903,86.72695,10.41211,99.072426,9.211,0.023,8.542,0.027,8.298,0.02,8.283,0.022,8.425,0.02,8.202,0.023,8.205,0.288,,,,,,,,,AAA,0000,AAAB,RS,SSG,,,,,,,,,,,,,,,
1448,V4138 Sgr,2MASS 19224030-2038344,4082719809063565696,WISEA J192240.30-203835.3,GALEX J192240.3-203834,290.6679563065285,-20.643374230682568,75.37697003697637,,62.02,0.27,-0.0607,6.300821,359.7528,6.825605,91.41579,5.6065288,154.89386,4.847,0.212,4.187,0.226,4.125,0.27,4.055,0.275,3.799,0.135,4.005,0.015,3.945,0.026,17.590099334716797,0.0381,13.696999549865724,0.0046999999321997,,,,,CDD,0000,BBAA,RS,RS,,,,,,,,,,,,,,,
1449,ZTF J190933.84-180314.9,2MASS 19093383-1803148,4087257081243118592,WISEA J190933.84-180314.9,,287.3910235595968,-18.05417541654123,1266.9621438401891,,5.81,0.45,-0.4609,14.985822,167.05688,15.692526,46.649773,14.157762,63.480656,13.101,0.041,12.468,0.051,12.301,0.041,12.275,0.027,12.208,0.03,11.394,,7.739,,,,,,,,,,AAA,0000,AAUU,SSG,SSG,,,,,,,,,,,,,,,
1450,ZTF J191213.42-162258.4,2MASS 19121341-1622586,4088082604003344512,WISEA J191213.41-162258.6,GALEX J191213.3-162259,288.05593892657265,-16.382930348820683,911.5571686888223,,9.64,0.42,0.082,13.705889,285.88916,14.341935,81.27043,12.929445,102.35436,11.802,0.025,11.161,0.025,11.037,0.023,11.01,0.023,11.029,0.021,11.15,0.165,8.901,,,,21.056699752807617,0.248099997639656,,,,,AAA,0000,AABU,RS,SSG,,,,,,,,,,,,,,,
1451,ZTF J193801.52-134204.3,2MASS 19380151-1342044,4183568321228510976,WISEA J193801.52-134204.4,,294.50633307145165,-13.701233640320076,1665.571754104802,,4.52,0.5,-0.5209,15.101014,246.78464,15.767801,71.192924,14.285614,98.42737,13.062,0.024,12.448,0.026,12.296,0.023,12.301,0.024,12.266,0.026,11.713,0.26,8.387,,,,,,,,,,AAA,0000,AABU,RS,SSG,,,,,,,,,,,,,,,
1452,ZTF J192524.09-120423.9,2MASS 19252409-1204240,4187452758369039488,,,291.3503721625304,-12.073353231807747,1645.749307958382,,2.14,0.48,,15.697877,132.35611,16.44269,39.241077,14.814339,51.323177,13.433,0.029,12.786,0.03,12.566,0.027,,,,,,,,,,,,,,,,,AAA,,,SSG,SSG,,,,,,,,,,,,,,,
1453,ZTF J194912.26-124604.6,2MASS 19491226-1246048,4188767018364066304,WISEA J194912.24-124604.5,,297.3010702325255,-12.767976834152474,1856.6476619589837,,11.22,0.41,-0.0974,14.632832,509.90814,15.172335,142.1837,13.935024,164.84396,13.016,0.023,12.486,0.024,12.393,0.024,12.223,0.024,12.276,0.027,11.712,0.3,8.236,,,,,,,,,,AAA,0000,AABU,RS,RS,,,,,,,,,,,,,,,
1454,ZTF J200358.81-102359.7,2MASS 20035882-1023596,4191050532213210368,WISEA J200358.82-102359.7,GALEX J200358.8-102359,300.9950859778251,-10.39994555148257,1499.617117809184,,10.2,0.34,-0.0677,13.905611,290.44705,14.50694,88.48794,13.132403,114.53569,12.059,0.026,11.436,0.022,11.281,0.023,11.284,0.023,11.249,0.022,11.487,0.244,8.65,,,,20.584199905395508,0.1572999954223632,,,,,AAA,0000,AABU,RS,SSG,,,,,,,,,,,,,,,
1455,ZTF J200437.28-093942.8,2MASS 20043728-0939429,4191532805501476608,WISEA J200437.28-093942.9,GALEX J200437.2-093943,301.15537410917767,-9.66192925370439,725.5472921895953,,6.69,0.37,-0.1005,12.852324,397.26654,13.473945,136.36984,12.089349,144.51112,10.933,0.021,10.379,0.022,10.195,0.023,10.088,0.022,10.092,0.02,10.064,0.073,8.163,,,,20.26639938354492,0.1327999979257583,,,,,AAA,0000,AAAU,cut,SSG,,,,,,,,,,,,,,,
1456,ZTF J200036.99-082521.4,2MASS 20003698-0825213,4192651352425481472,WISEA J200036.98-082521.5,GALEX J200037.0-082521,300.1541252463184,-8.42263544286442,1168.0107432810637,,2.04,0.46,-0.4715,14.6929865,428.4074,15.429583,121.75155,13.844859,161.5659,12.609,0.024,11.947,0.021,11.802,0.023,11.691,0.024,11.66,0.022,11.524,0.207,8.568,,,,21.654800415039062,0.393200010061264,,,,,AAA,0000,AABU,SSG,SSG,,,,,,,,,,,,,,,
1457,ZTF J195038.11-084807.1,2MASS 19503812-0848071,4195206205132841344,WISEA J195038.12-084807.1,GALEX J195038.2-084809,297.6588261776062,-8.80202134509506,1941.480345446502,,19.63,0.41,-0.1257,15.1611185,291.38693,15.782429,67.58419,14.389369,103.33161,13.346,0.023,12.767,0.028,12.595,0.025,12.572,0.025,12.55,0.026,11.871,0.312,8.501,,,,23.19729995727539,0.4713999927043915,,,,,AAA,0000,AABU,RS,SSG,,,,,,,,,,,,,,,
